,text
3262,RT @sa_vadorr: وضعي غير امن ابدا، هناك من يريد الوصول لمكاني سواء السفارة او الاهل، وهذا ما اخبرتني اياه الشرطة هنا! على كل حال ان اختفيت ل…
3263,@sa_vadorr اشوف لو تروحين للسعودية لفتره تهدأ الاوضاع معك ، راح تكوني في امان اكثر .
3264,RT @sa_vadorr: وضعي غير امن ابدا، هناك من يريد الوصول لمكاني سواء السفارة او الاهل، وهذا ما اخبرتني اياه الشرطة هنا! على كل حال ان اختفيت ل…
3265,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3266,@sa_vadorr الله يهديك وترجعي عن اللي تسوينه
3267,@sa_vadorr الله يحفظج من كل شر
3268,@sa_vadorr الله يكتب لك لما فيه خير وصالح ويكفيك شر الناس
3269,@sa_vadorr وايد مصدقه نفسج 😅 لا البلد ولا الحكومة فاضين لج وحق سوالفج الماصخه و مطالباتج عشان اتقولين لنا هناك من من يريد الوصول لمكاني 🤮
3270,"@sa_vadorr الله يحفظج ..
ويستر عليج..
فقط عندنا العرب المرأه #تهـدد وتلاحق ..
اتمنى ان #ينقرضون هـالنوعيات من البشر ..
ويخلون البنات يعيشون بسلام .."
3271,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3272,"@sa_vadorr تتذكروا ياقطريين لما فرحتوا بهروب رهف القنون من السعودية لكندا وكيف الجزيرة نتشر برنامج عن الهروب وتعرف بطريقة الحين نبي نشوف ردكم ياعيال الكلب 
سبحان الله رد الله كيدكم في نحوركم"
3273,@sa_vadorr https://t.co/TKhPWDJGgY
3274,@sa_vadorr فكري في امج خلي الحريه وخلي كل شي والحقوق حضن الأم وأمانها يكفي عن مليون دولة وحرية💔
3275,"@sa_vadorr Brave young woman, take care and best of luck."
3276,@sa_vadorr سلامات يا رفيقتي .طريقك شاق وصعب لكن ما دمتي تأمنين بشيء كافحي الاجله.
3277,@sa_vadorr ممكن تعريف الحريه بعد اذنج ايها المناضله !؟
3278,RT @sa_vadorr: وضعي غير امن ابدا، هناك من يريد الوصول لمكاني سواء السفارة او الاهل، وهذا ما اخبرتني اياه الشرطة هنا! على كل حال ان اختفيت ل…
3279,@sa_vadorr الله يحفظج ويحميج من كل شر.
3280,@sa_vadorr الله يحفظك 🙏🙏
3281,RT @sa_vadorr: عندما تظهر فتاة من عائلة حاكمة (مهما كانت الدولة)لا نرى اي نفس تعترض على عدم ارتدائهن للحجاب، ولكن نفس الاشخاص تجدهم مستعدين…
3282,RT @sa_vadorr: وضعي غير امن ابدا، هناك من يريد الوصول لمكاني سواء السفارة او الاهل، وهذا ما اخبرتني اياه الشرطة هنا! على كل حال ان اختفيت ل…
3283,@sa_vadorr Please be safe 💛
3284,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3285,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3286,RT @sa_vadorr: يوم كنت ابدي رأيي وأنا في قطر كانوا يقولون اذا مب عاجبتج قطر اطلعي منها، ويوم طلعت قالوا دام طلعتي مالج حق تتكلمين عنها، مبد…
3287,@sa_vadorr لو انا رئيس بنفذ قرارتها
3288,@sa_vadorr جميله ، استانسي وحطي هالكحل و هالروج وهالمسكرى واستشوري هالشعر وطلعييييييييي واستأنسي وما عليج من حد يبه . وإذا ع الكومنتات الغبيه سفهي لها . تكفين سمعي هالاغنيه  https://t.co/SPDazQQxg5
3289,@sa_vadorr المجتمع العربي جميعه قامع للمرأه
3290,@sa_vadorr وين حجابج هو اهم شي في حياتج
3291,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3292,@sa_vadorr ارجعي والقلوب لك حاضنه وكلشي يتصلح ...اوصيك ببر الولدين يابنت.لا تندمين
3293,@sa_vadorr الله يهديك ياخويتي ..وترجعين في حضن والديك معززه مكرمه ..كلنا عانينا من شده الاهل والمحافظه علينا ..ولكن يوم كبرنا وفتحنا بيوت وربينا اجيال ..عرفنا قيمه هذه التربيه الفاضله ..نخاف الله وعرفنا قيمه الحجاب والصلاه في وقتها ..وعرفنا نوجب ونرد بحترام ولانجرح .واصبحت لنا مكانه..
3294,@sa_vadorr @wafa_alkhalifi عندي سؤال بريء ☝️ .. لماذا كل الي فعلو فعلتك أول شيء يمارسونه هو السفور .. وفي كثير من الأحيان التعري ! .. لماذا لا يوجد هاربات محجبات بحجابهم الشرعي .. هل هناك علاقة وثيقة بين الظلم الذي تعانون منه والحجاب .. ان كانت الاجابة نعم ماهو الظلم الذي جعلك تهربين غير ذلك؟
3295,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3296,RT @sa_vadorr: طبعا عقلية قطيع الغنم لا تتغير ابدا، ليس لهم رأي او توجه واضح ونابع من قناعة، ومع ذلك يريدون قمع اي صوت اخر ومناداة الشرطة و…
3297,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3298,@sa_vadorr تقصدين الملكة موزه
3299,RT @sa_vadorr: عندما تظهر فتاة من عائلة حاكمة (مهما كانت الدولة)لا نرى اي نفس تعترض على عدم ارتدائهن للحجاب، ولكن نفس الاشخاص تجدهم مستعدين…
3300,@sa_vadorr قصة مؤثرة 🤮
3301,@sa_vadorr انقلعي فكينا بسسسس
3302,@sa_vadorr المهم في قضيتج يا اخت سلفادور ان ترضي ربك وتلتزمي بشرع الله في حياتك حتى لا تخسري الدنيا والاخرة معاً
3303,@sa_vadorr تعيسة تجر غيرها من ضعيفات العقل الى التعاسة ... والا عقلاء البنات تعرف ماذا تعني الاسرة والوالدين وبرهما ومخافة الله ...
3304,RT @sa_vadorr: اما الان فأستطيع ان اكون صوت للواتي يردن ان يشاركن ما تعرضوا له من تحييز جنسي من قبل القوانين التي تتمايز بناء على جنس الموا…
3305,RT @sa_vadorr: يجب ان يعي الجميع بكمية الحقوق المسلوبة من المرأة القطرية، وانها ما زالت تعامل كقاصر تابعة قانونيا لذويها، واجتماعيا تعاني م…
3306,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3307,RT @sa_vadorr: عندما تظهر فتاة من عائلة حاكمة (مهما كانت الدولة)لا نرى اي نفس تعترض على عدم ارتدائهن للحجاب، ولكن نفس الاشخاص تجدهم مستعدين…
3308,@sa_vadorr بعيدا عن اللي سوته غلط او صح، بس هي تشتكي تعنيف وتعامل غلط والذكور الجهلاء ليه حاطه ميك اب ووين حجابك ! من جد اللوح يبقى لوح لو تقولين المشكله حرف حرف !
3309,RT @sa_vadorr: سلڤادور هي عائشة القحطاني، قطرية، محبة لوطني، ولكن أمضيت ٢٢ سنة تحت القوانين القامعة للمرأة في قطر، والتي تعطي كل التفويض لذ…
3310,@sa_vadorr لو سمحتي ممكن تقولين لي شنهي القوانين القامعه لنا ؟
3311,@sa_vadorr بقولك الي مانعينك تقطين الحجاب اهلك بمبداء الدين أما اذا انتي مب مقتنعه بالحجاب روحي تفاهمي مع اهلك هاي حريه شخصيه الدولة ما منعتك ولا منعة غيرك ..
3312,RT @sa_vadorr: عندما تظهر فتاة من عائلة حاكمة (مهما كانت الدولة)لا نرى اي نفس تعترض على عدم ارتدائهن للحجاب، ولكن نفس الاشخاص تجدهم مستعدين…
3313,@sa_vadorr هاذي نتيجة الدلع و السمردحه خلت اشكالج تظهر.... كم المده اللي راح تقعدين فيها و لين متى لكن عقب راح تعضين اصابع الندم مثلج مثل غيرج اللي تم استغلالهم في امور سياسيه و امور ثانيه راح تكتشفينها لكن بعد فوات الاوان
3314,@sa_vadorr اهم شي شردتي وعلى قولتك نلتي حريتك اجل انسي انك قطريه وفكينا من العقد الي فيك ..وأبدى رحلة الشقاء الي انتي فيها الله يثبتنا بعقلانا ولا يبلينا
